Text,Sentiment,Timestamp,Platform,Likes,Retweets,Country
Embarking on a mission to find the best burger joint in town. Burger connoisseur: Reporting for duty!,Excitement,2023-08-31 20:15:00,Twitter,42,24,UK
Practicing a stand-up comedy routine for the upcoming talent show. Comedy gig: In the making!,Joy,2023-09-01 14:45:00,Instagram,39,21,Canada
Accidentally sent a love letter to the wrong person. Love note fail: Maximum embarrassment!,Embarrassed,2023-09-02 18:30:00,Facebook,33,17,USA
Attempting to impress the teacher with an elaborate science experiment. Science geek mode: Activated!,Excitement,2023-09-03 22:00:00,Twitter,44,23,UK
Crafting intricate friendship bracelets for the whole squad. Friendship level: Expert weaver!,Joy,2023-09-04 15:15:00,Instagram,37,19,USA
Attempting to beat the record for the most consecutive cartwheels. Cartwheel challenge: Underway!,Excitement,2023-09-05 12:30:00,Twitter,52,27,Canada
Organizing a movie marathon with friends. Popcorn and cinematic adventures await!,Joy,2023-09-06 16:45:00,Facebook,43,22,UK
Experimenting with a new hair color. A bold change for a bold semester!,Excitement,2023-09-07 18:20:00,Instagram,39,20,USA
Building a time capsule to capture memories for the future. Time-traveling emotions!,Joy,2023-09-08 14:15:00,Facebook,48,26,Canada
Accidentally walked into the wrong classroom on the first day. Classroom mix-up: Awkward start!,Embarrassed,2023-09-09 17:30:00,Twitter,32,16,USA
Trying out a new smoothie recipe for a healthy start to the week. Smoothie enthusiast: Level up!,Excitement,2023-09-10 20:45:00,Instagram,42,23,UK
Reflecting on the challenges of the school year. Feeling a bit overwhelmed with assignments.,Sad,2023-09-11 15:45:00,Twitter,28,15,USA
Encountered some mean-spirited comments online. Dealing with online hate is never easy.,Hate,2023-09-12 12:30:00,Instagram,36,18,Canada
Had a bad day at school. Everything seems to be going wrong.,Bad,2023-09-13 16:45:00,Facebook,40,20,UK
Feeling down after not making the sports team. Disappointment lingers.,Sad,2023-09-14 18:20:00,Twitter,34,17,USA
Witnessed a heated argument in the cafeteria. Unpleasant atmosphere at lunch.,Hate,2023-09-15 14:15:00,Instagram,41,21,Canada
Received a not-so-great grade on a major project. Academic frustration setting in.,Bad,2023-09-16 17:30:00,Facebook,38,19,UK
Dealing with a personal setback. Sometimes life throws unexpected challenges.,Sad,2023-09-17 20:45:00,Twitter,44,22,USA
Feeling lonely on a Saturday night. Sometimes solitude hits harder than expected.,Sad,2023-09-18 22:00:00,Instagram,31,16,Canada
Experiencing cyberbullying. Hateful messages online are disheartening.,Hate,2023-09-19 15:15:00,Facebook,27,14,UK
Caught in a torrential rainstorm without an umbrella. Today's weather is just bad luck.,Bad,2023-09-20 12:30:00,Twitter,35,18,USA
Missing an important event due to unforeseen circumstances. A day filled with sadness.,Sad,2023-09-21 16:45:00,Instagram,39,20,Canada
Dealing with unfounded rumors circulating about personal life. Rumors can be hurtful.,Hate,2023-09-22 18:20:00,Facebook,46,23,UK
Got a flat tire on the way to an important meeting. Talk about a series of bad events!,Bad,2023-09-23 14:15:00,Twitter,50,25,USA
Feeling a sense of emptiness after a close friend moves away. Farewells are always sad.,Sad,2023-09-24 17:30:00,Instagram,42,21,Canada
Facing rejection from a dream college. Disheartened but determined to explore other paths.,Sad,2023-09-25 20:45:00,Facebook,37,19,UK
Encountering online toxicity during a gaming session. Hateful comments can ruin the fun.,Hate,2023-09-26 14:15:00,Twitter,32,16,USA
Having a bad hair day and feeling self-conscious. Bad hair days can affect confidence.,Bad,2023-09-27 17:30:00,Instagram,36,18,Canada
Feeling a sense of despair after a major project failure. Hard work didn't pay off this time.,Sad,2023-09-28 22:00:00,Facebook,41,21,UK
Experiencing hate comments for expressing personal opinions. Online negativity prevails.,Hate,2023-09-29 15:45:00,Twitter,48,24,USA
Having a string of bad luck with constant technology malfunctions. Tech troubles galore!,Bad,2023-09-30 18:20:00,Instagram,43,22,Canada
Missing out on a long-anticipated event due to unexpected circumstances. A day filled with sadness.,Sad,2023-10-01 14:15:00,Facebook,39,20,UK
Trying out a new study technique for upcoming exams. Exploring different learning strategies.,Neutral,2023-10-02 16:45:00,Instagram,42,23,USA
Organizing a community cleanup event for a cleaner neighborhood. Promoting environmental awareness.,Neutral,2023-10-03 12:30:00,Twitter,50,26,Canada
Sharing favorite book recommendations with classmates. Building a mini book club.,Neutral,2023-10-04 18:20:00,Facebook,38,19,UK
Experimenting with a new recipe for a school bake sale. Baking adventures in the kitchen.,Neutral,2023-10-05 14:15:00,Instagram,43,21,USA
Collaborating on a school project with peers. Teamwork makes the dream work.,Neutral,2023-10-06 17:30:00,Twitter,36,18,Canada
Attending a school club meeting to explore new interests. Dabbling in extracurricular activities.,Neutral,2023-10-07 20:45:00,Instagram,45,22,UK
Exploring a new part-time job opportunity for gaining work experience. Career development in progress.,Neutral,2023-10-08 15:15:00,Facebook,48,24,USA
Attending a school assembly to stay informed about upcoming events and announcements. Staying connected with school activities.,Neutral,2023-10-09 22:00:00,Twitter,40,20,Canada
Exploring a new hobby of photography during free time. Capturing moments through a lens.,Neutral,2023-10-10 14:15:00,Instagram,49,25,UK
Participating in a science fair to showcase a unique experiment. Sharing knowledge with peers.,Neutral,2023-10-11 16:45:00,Facebook,37,19,USA
Attending a workshop on time management to enhance organizational skills. Striving for efficiency.,Neutral,2023-10-12 18:20:00,Twitter,44,23,Canada
Volunteering at a local charity event to give back to the community. Contributing to social causes.,Neutral,2023-10-13 12:30:00,Instagram,39,20,UK
Collaborating on a group project to promote teamwork and shared responsibilities. Group effort in action.,Neutral,2023-10-14 17:30:00,Facebook,35,18,USA
Participating in a debate club to enhance critical thinking and communication skills. Intellectual engagement in progress.,Neutral,2023-10-15 20:45:00,Twitter,43,22,Canada
Celebrating a friend's birthday with a surprise party. Joyful moments and laughter all around!,Happy,2023-10-16 15:45:00,Instagram,52,27,UK
Successfully completing a challenging coding project. Excitement for overcoming coding hurdles!,Happy,2023-10-17 12:30:00,Twitter,48,24,USA
Attending a school talent show to support classmates. Applauding the diverse talents on display!,Happy,2023-10-18 16:45:00,Facebook,38,19,Canada
"Exploring a new hiking trail with friends over the weekend. Nature, laughter, and good vibes!",Happy,2023-10-19 18:20:00,Instagram,42,21,UK
Winning a friendly sports competition against rival schools. Victory celebrations in full swing!,Happy,2023-10-20 14:15:00,Twitter,50,26,USA
Receiving a heartfelt letter from a pen pal in another country. Connecting across the globe!,Happy,2023-10-21 17:30:00,Facebook,45,23,Canada
Creating a beautiful mural with fellow art enthusiasts. The power of collaboration and creativity!,Happy,2023-10-22 20:45:00,Instagram,43,22,UK
Participating in a school-wide art exhibition. Witnessing creativity and spreading positive vibes!,Happy,2015-11-10 16:45:00,Instagram,44,23,USA
Achieving a personal best in a track and field competition. The thrill of victory and self-improvement!,Happy,2016-09-14 12:30:00,Twitter,51,26,Canada
Collaborating on a science project that received recognition at a regional fair. Science triumphs and smiles!,Happy,2017-08-18 18:20:00,Facebook,39,20,UK
"Attending a surprise birthday party organized by friends. Surrounded by love, laughter, and good company!",Happy,2018-06-22 14:15:00,Instagram,48,25,USA
Successfully fundraising for a school charity initiative. The joy of giving back to the community!,Happy,2019-04-05 17:30:00,Twitter,42,22,Canada
"Participating in a multicultural festival, celebrating diversity with music, dance, and delicious food!",Happy,2020-02-29 20:45:00,Facebook,43,21,UK
"Organizing a virtual talent show during challenging times, bringing smiles to classmates' faces!",Happy,2020-11-15 15:15:00,Instagram,47,24,USA
